NOME;COLUNAS;LINHAS;ALPHA;THETA;T LAB;T C2G
"data/mapa.ppm";172;220;15;225;0,01;371,915009
"data/mapa.ppm";172;220;20;225;0,01;371,622986
"data/mapa.ppm";172;220;25;225;0,01;372,583008
"data/mapa.ppm";172;220;5;270;0,01;299,105011
"data/mapa.ppm";172;220;10;270;0,01;372,584991
"data/mapa.ppm";172;220;15;270;0,01;372,054993
"data/mapa.ppm";172;220;20;270;0,02;371,431000
"data/mapa.ppm";172;220;25;270;0,02;374,105011
"data/mapa.ppm";172;220;5;315;0,02;299,127014
"data/mapa.ppm";172;220;10;315;0,01;370,273987
"data/mapa.ppm";172;220;15;315;0,01;371,782990
"data/mapa.ppm";172;220;20;315;0,02;372,227997
"data/mapa.ppm";172;220;25;315;0,02;374,694000
"data/muro.ppm";320;240;5;0;0,02;1.128,193970
"data/muro.ppm";320;240;10;0;0,03;1.245,123047
"data/muro.ppm";320;240;15;0;0,03;1.302,046997
"data/muro.ppm";320;240;20;0;0,03;1.323,798950
"data/muro.ppm";320;240;25;0;0,03;1.333,680054
"data/muro.ppm";320;240;5;45;0,04;1.128,671021
"data/muro.ppm";320;240;10;45;0,04;1.243,105957
